rank,side,term,tfidf
693,right,everybody_knows,0.0134241410441
694,right,executive_vice_president,0.0134241410441
695,right,smoking_gun,0.0134241410441
696,right,kathleen_willey,0.0134007947119
697,right,stay_tuned,0.0134007947119
698,right,taken_seriously,0.0133774483796
699,right,federal_level,0.0133774483796
700,right,personal_attacks,0.0133774483796
701,right,republican_donald_trump,0.0133541020474
702,right,legal_system,0.0133541020474
703,right,medical_treatment,0.0133541020474
704,right,khizr_khan,0.0133541020474
705,right,court_records,0.0133307557151
706,right,largest_abortion_provider,0.0133307557151
707,right,50_people,0.0133307557151
708,right,phyllis_schlafly,0.0133074093829
709,right,secret_service_agents,0.0133074093829
710,right,foreign_nationals,0.0132840630506
711,right,march_2_2016,0.0132840630506
712,right,april_29_2016,0.0132840630506
713,right,national_interest,0.0132607167184
714,right,text_messages,0.0132140240539
715,right,et_al,0.0131906777216
716,right,friday_evening,0.0131906777216
717,right,us-mexico_border,0.0131906777216
718,right,news_broke,0.0131906777216
719,right,private_meeting,0.0131673313894
720,right,supreme_court_justice_antonin,0.0131673313894
721,right,islamic_society,0.0131439850571
722,right,clintons_state_department,0.0131439850571
723,right,told_theblaze,0.0131439850571
724,right,conservative_news_site,0.0131206387249
725,right,human_trafficking,0.0131206387249
726,right,natural_born_citizen,0.0131206387249
727,right,least_four,0.0130972923926
728,right,ive_heard,0.0130739460604
729,right,eastern_europe,0.0130739460604
730,right,worked_hard,0.0130739460604
731,right,zero_hedge,0.0130505997281
732,right,august_18_2016,0.0130505997281
733,right,probable_cause,0.0130505997281
734,right,getting_rid,0.0130039070636
735,right,false_narrative,0.0130039070636
736,right,every_aspect,0.0130039070636
737,right,taxpayer_funds,0.0130039070636
738,right,orlando_shooting,0.0130039070636
739,right,november_14_2015,0.0129805607314
740,right,tax-exempt_status,0.0129805607314
741,right,told_lifezette,0.0129609198753
742,right,national_security_agency,0.0129572143991
743,right,may_25_2016,0.0129338680669
744,right,foia_requests,0.0129338680669
745,right,west_coast,0.0129338680669
746,right,police_spokesman,0.0129338680669
747,right,least_five,0.0129338680669
748,right,59_percent,0.0129338680669
749,right,individual_rights,0.0129105217346
750,right,fourth_amendment,0.0128871754024
751,right,political_spectrum,0.0128871754024
752,right,march_4_2016,0.0128871754024
753,right,american_troops,0.0128871754024
